LotFrontage,LotArea,Utilities,BldgType,HouseStyle,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Functional,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MSSubClass_MSZoning,Street_Alley,LandContour_LandSlope,LotShape_LotConfig,Neighborhood_Condition1_Condition2,OverallQual_OverallCond,"SUB(YearRemodAdd, YearBuilt)","SUB(NOW, YearBuilt)","SUB(NOW, YearRemodAdd)",RoofStyle_RoofMatl,Exterior1st_Exterior2nd,ExterQual_ExterCond,BsmtQual_BsmtCond_BsmtExposure_BsmtFinType1_BsmtFinType2,Heating_HeatingQC,KitchenAbvGr_KitchenQual,Fireplaces_FireplaceQu,GarageType_GarageYrBlt_GarageFinish_GarageCars_GarageArea_GarageQual_GarageCond,OpenPorchSF_EnclosedPorch_3SsnPorch_ScreenPorch,"DATEDIFF(NOW, YrSold_MoSold)",SaleType_SaleCondition,"ADD(1stFlrSF, 2ndFlrSF)","DIVIDE(2ndFlrSF, 1stFlrSF)","DIVIDE(1stFlrSF, LotArea)","DIVIDE(2ndFlrSF, LotArea)","DIVIDE(ADD(1stFlrSF, 2ndFlrSF), LotArea)"
61.0,7577,0,3,1,2,256.0,0,20,0,1342,1362,0,0,1362,0,0,1362,0,0,2,0,2,6,0,0,192,0,-1,-1,-1,0,11,0,0,3,10,7,1,14,13,0,0,0,38,0,0,2,626,130,4255,0,1362,0.0,0.17975452025867758,0.0,0.17975452025867758
,4426,0,3,1,0,147.0,0,697,0,151,848,0,0,848,0,0,848,1,0,1,0,1,3,0,0,149,0,-1,-1,-1,0,8,0,0,0,0,7,0,15,15,0,0,0,31,0,0,1,188,1,3920,0,848,0.0,0.19159511974694984,0.0,0.19159511974694984
104.0,21535,0,0,0,0,1170.0,0,1455,0,989,2444,0,0,2444,1872,0,4316,0,1,3,1,4,10,0,0,382,0,-1,-1,-1,0,0,0,0,3,3,44,1,25,24,3,3,2,25,0,3,11,627,22,4406,0,4316,0.7659574468085106,0.11348966798235431,0.08692825632690968,0.200417924309264
42.0,26178,0,0,0,0,293.0,0,965,0,245,1210,0,0,1238,1281,0,2519,1,0,2,1,4,9,0,0,320,0,-1,-1,-1,0,0,0,5,2,19,0,1,30,29,1,1,0,31,0,0,4,628,105,4681,0,2519,1.0347334410339257,0.047291618916647564,0.04893421957368783,0.09622583849033539
60.0,5400,0,0,1,1,0.0,2,0,0,1073,1073,0,0,1073,0,0,1073,0,0,1,0,2,4,0,0,0,0,-1,-1,-1,0,22,0,10,5,21,5,47,98,51,0,1,1,7,0,1,0,629,227,4437,1,1073,0.0,0.19870370370370372,0.0,0.19870370370370372
51.0,6120,0,0,2,1,0.0,2,0,0,927,927,0,0,1067,472,0,1539,0,0,1,1,3,5,0,0,112,0,-1,0,-1,0,4,0,0,5,12,5,14,83,69,0,7,4,7,2,1,0,630,1,3585,0,1539,0.4423617619493908,0.17434640522875816,0.07712418300653595,0.2514705882352941
54.0,13811,0,0,1,0,72.0,1,980,40,92,1112,0,0,1137,0,0,1137,1,0,2,0,2,5,0,0,125,0,-1,-1,-1,0,1,0,0,2,19,16,0,32,32,0,3,1,116,1,0,1,631,1,4590,0,1137,0.0,0.0823256824270509,0.0,0.0823256824270509
50.0,6000,0,0,1,1,0.0,1,616,0,0,616,0,0,616,0,0,616,0,0,1,0,2,4,0,0,0,0,-1,-1,-1,0,9,0,0,0,12,12,29,98,69,0,2,1,15,1,1,0,632,282,4620,0,616,0.0,0.10266666666666667,0.0,0.10266666666666667
57.0,6420,0,0,1,1,0.0,0,210,551,219,980,0,2,1148,0,0,1148,0,1,1,0,2,6,0,0,0,0,-1,-1,-1,0,1,0,0,2,18,12,0,67,67,0,7,1,136,3,1,0,633,1,4528,0,1148,0.0,0.17881619937694704,0.0,0.17881619937694704
65.0,8450,0,0,1,1,0.0,1,553,117,224,894,0,0,894,0,0,894,1,0,1,0,3,5,0,0,416,0,-1,0,-1,0,1,0,0,0,36,13,44,54,10,0,1,3,137,0,1,2,634,155,3220,0,894,0.0,0.10579881656804734,0.0,0.10579881656804734
59.0,4282,0,3,1,1,0.0,0,16,0,1375,1391,0,0,1391,0,0,1391,0,0,2,0,2,5,0,0,156,0,-1,-1,-1,0,39,2,0,6,5,0,0,15,15,0,1,0,2,0,0,0,635,251,3859,0,1391,0.0,0.32484820177487156,0.0,0.32484820177487156
85.0,14331,0,0,1,0,630.0,0,1274,0,526,1800,0,0,1800,0,0,1800,1,0,2,0,3,7,0,0,270,0,-1,-1,-1,0,1,0,0,0,19,2,0,17,17,1,0,0,25,0,0,2,636,191,4651,0,1800,0.0,0.1256018421603517,0.0,0.1256018421603517
80.0,9600,0,0,1,0,168.0,1,0,0,1164,1164,0,0,1164,0,0,1164,0,0,1,1,3,6,0,0,0,0,-1,-1,-1,0,1,0,0,0,30,0,0,50,50,1,3,1,7,2,1,0,637,1,4590,5,1164,0.0,0.12125,0.0,0.12125
82.0,12438,0,0,0,0,466.0,0,0,0,1234,1234,0,0,1264,1312,0,2576,0,0,2,1,4,10,0,0,324,0,-1,-1,-1,0,0,0,0,2,25,2,0,13,13,1,0,2,97,0,3,2,638,220,4590,2,2576,1.0379746835443038,0.10162405531435922,0.10548319665541084,0.20710725196977006
76.0,7630,0,1,0,1,0.0,2,0,0,360,360,0,0,1032,780,0,1812,0,0,2,0,4,8,0,1,344,0,-1,0,-1,0,14,0,0,0,33,31,96,119,23,0,7,3,17,1,7,7,639,101,3190,0,1812,0.7558139534883721,0.13525557011795544,0.10222804718217562,0.23748361730013107
70.0,8400,0,0,1,0,109.0,0,712,0,761,1473,0,0,1484,0,0,1484,1,0,2,0,3,7,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,1,15,14,0,0,0,4,0,0,0,640,283,3190,0,1484,0.0,0.17666666666666667,0.0,0.17666666666666667
70.0,5600,0,1,0,1,0.0,4,0,0,0,0,1,0,372,720,0,1092,0,0,2,0,3,7,4,1,0,0,-1,-1,2,3500,14,0,0,0,14,10,20,89,69,1,27,7,14,3,5,0,39,1,3129,0,1092,1.935483870967742,0.06642857142857143,0.12857142857142856,0.195
,115149,0,0,1,2,351.0,1,1219,0,424,1643,0,0,1824,0,0,1824,1,0,2,0,2,5,0,0,380,0,-1,-1,-1,0,1,0,6,9,28,0,31,48,17,0,10,1,31,2,0,3,641,80,4255,0,1824,0.0,0.015840345986504443,0.0,0.015840345986504443
48.0,6240,0,3,1,0,176.0,0,863,0,461,1324,0,0,1324,0,0,1324,1,0,2,0,2,6,0,0,192,0,-1,-1,-1,0,11,0,0,0,10,2,0,13,13,1,1,0,0,0,0,2,642,28,3341,0,1324,0.0,0.21217948717948718,0.0,0.21217948717948718
65.0,9018,0,0,0,1,0.0,0,0,0,728,728,0,0,728,728,0,1456,0,0,2,1,3,8,0,0,100,0,-1,-1,-1,0,0,0,0,2,22,0,0,12,12,1,0,0,12,0,0,2,643,72,4225,2,1456,1.0,0.0807274340208472,0.0807274340208472,0.1614548680416944
,7162,0,0,1,3,41.0,0,0,0,876,876,0,0,904,0,0,904,0,0,1,0,3,6,0,0,0,0,-1,0,-1,0,1,0,0,2,9,12,0,53,53,0,3,1,7,2,1,0,644,1,3706,1,904,0.0,0.12622172577492322,0.0,0.12622172577492322
56.0,4130,0,0,1,1,0.0,1,0,0,270,270,0,0,729,0,0,729,0,0,1,0,2,5,5,1,0,0,-1,-1,-1,0,22,0,0,2,12,19,68,84,16,0,0,0,7,1,1,0,39,1,3859,0,729,0.0,0.1765133171912833,0.0,0.1765133171912833
66.0,8712,0,0,2,1,0.0,5,0,0,859,859,0,0,859,319,0,1178,0,0,1,0,2,7,0,1,68,0,-1,-1,-1,0,21,2,8,0,14,20,50,119,69,0,1,1,60,1,1,0,645,284,3310,1,1178,0.3713620488940629,0.09859963269054178,0.036616161616161616,0.13521579430670339
40.0,4671,0,3,1,1,0.0,0,767,0,461,1228,0,0,1228,0,0,1228,1,0,2,0,2,5,0,0,168,0,-1,-1,-1,0,11,0,4,2,25,2,1,31,30,0,3,0,2,1,0,2,646,93,3767,0,1228,0.0,0.2628987368871762,0.0,0.2628987368871762
60.0,9873,0,1,1,0,160.0,1,789,0,171,960,1,0,960,0,0,960,1,0,1,0,3,6,0,0,0,0,-1,-1,-1,0,5,0,0,0,48,10,0,49,49,0,3,1,27,4,1,0,647,285,4651,0,960,0.0,0.09723488301428138,0.0,0.09723488301428138
,13517,0,0,0,0,289.0,1,533,0,192,725,0,0,725,754,0,1479,0,0,2,1,3,6,0,0,0,0,-1,-1,-1,0,0,0,0,7,36,1,29,43,14,0,6,0,8,0,0,0,648,196,3251,0,1479,1.04,0.05363616187023748,0.05578160834504698,0.10941777021528445
78.0,10140,0,0,1,0,174.0,1,0,0,1064,1064,0,0,1350,0,0,1350,0,0,2,0,3,7,0,0,0,0,-1,0,-1,0,1,0,0,0,30,7,0,45,45,1,3,1,17,2,1,1,649,1,3463,0,1350,0.0,0.13313609467455623,0.0,0.13313609467455623
60.0,10800,0,0,0,1,0.0,2,0,0,718,718,0,0,1576,978,0,2554,0,0,1,1,3,8,0,2,0,0,-1,-1,-1,0,19,1,1,0,21,8,108,129,21,0,31,3,7,0,1,0,650,286,4225,0,2554,0.6205583756345178,0.14592592592592593,0.09055555555555556,0.2364814814814815
80.0,10000,0,0,1,1,0.0,1,1084,0,92,1176,0,0,1178,0,0,1178,0,1,1,1,3,5,0,0,224,0,-1,0,-1,0,1,0,0,0,30,5,27,46,19,0,3,1,41,1,0,5,651,1,3736,0,1178,0.0,0.1178,0.0,0.1178
96.0,10542,0,0,0,0,651.0,0,1173,0,138,1311,0,0,1325,1093,0,2418,1,0,2,1,3,9,0,0,250,0,-1,-1,-1,0,0,0,0,0,3,0,1,26,25,1,29,0,31,0,0,1,652,287,3828,0,2418,0.8249056603773585,0.1256877252893189,0.10368051603111364,0.22936824132043254
69.0,9920,0,0,1,1,0.0,1,523,0,448,971,0,0,971,0,0,971,0,0,1,1,3,5,0,0,0,0,-1,-1,-1,0,1,0,0,2,0,5,0,50,50,0,6,1,1,2,1,7,653,1,4651,0,971,0.0,0.09788306451612903,0.0,0.09788306451612903
,6563,0,0,1,1,0.0,0,1148,0,594,1742,0,0,1742,0,0,1742,1,0,2,0,2,5,0,0,114,0,-1,-1,-1,0,11,0,7,7,25,2,0,34,34,0,3,0,31,2,0,1,654,288,4437,0,1742,0.0,0.2654273960079232,0.0,0.2654273960079232
,4426,0,3,1,0,169.0,0,662,0,186,848,0,0,848,0,0,848,1,0,1,0,1,3,0,0,160,0,-1,-1,-1,0,8,0,0,0,0,7,0,15,15,0,0,0,4,0,0,0,188,1,3190,0,848,0.0,0.19159511974694984,0.0,0.19159511974694984
70.0,8120,0,0,1,1,0.0,1,191,0,673,864,0,0,864,0,0,864,0,0,1,0,3,5,0,0,0,0,-1,-1,-1,0,1,0,0,0,11,20,0,49,49,0,1,3,11,0,1,0,655,1,3494,0,864,0.0,0.10640394088669951,0.0,0.10640394088669951
60.0,8172,0,0,2,1,0.0,0,0,0,941,941,0,0,997,473,0,1470,0,0,2,0,4,7,0,0,0,0,-1,-1,-1,0,3,0,0,0,18,14,18,65,47,0,1,1,7,0,1,0,656,289,3920,0,1470,0.4744232698094283,0.1220019579050416,0.05788056779246207,0.17988252569750368
86.0,13286,0,0,1,2,340.0,0,1234,0,464,1698,0,0,1698,0,0,1698,1,0,2,0,3,8,0,0,327,0,-1,-1,-1,0,1,0,0,2,18,6,1,12,11,1,9,2,10,0,3,2,657,30,3644,0,1698,0.0,0.1278037031461689,0.0,0.1278037031461689
60.0,6960,0,0,1,1,0.0,1,375,239,250,864,0,0,864,0,0,864,0,0,1,0,3,5,0,0,96,0,-1,-1,0,500,1,0,0,0,11,14,0,49,49,0,6,1,23,2,0,0,658,1,3371,0,864,0.0,0.12413793103448276,0.0,0.12413793103448276
,21695,0,0,1,0,260.0,1,808,0,72,880,0,0,1680,0,0,1680,1,0,2,0,3,5,0,0,292,0,-1,-1,-1,0,1,0,0,3,2,45,19,31,12,1,22,6,0,0,0,2,659,290,3341,0,1680,0.0,0.07743719751094723,0.0,0.07743719751094723
64.0,7314,0,0,1,2,82.0,0,724,0,508,1232,0,0,1232,0,0,1232,1,0,2,0,2,6,0,0,132,0,-1,-1,-1,0,1,0,0,0,0,0,0,12,12,0,0,0,4,0,0,0,660,1,3644,0,1232,0.0,0.16844407984686902,0.0,0.16844407984686902
85.0,11475,0,2,1,0,95.0,1,0,0,1584,1584,0,0,1776,0,0,1776,1,0,2,0,4,9,0,0,0,0,-1,-1,-1,0,7,0,0,5,11,3,0,61,61,0,0,1,7,2,2,0,661,81,3494,3,1776,0.0,0.15477124183006535,0.0,0.15477124183006535
52.0,6240,0,0,2,1,0.0,1,152,0,628,780,0,2,848,0,360,1208,0,0,1,0,2,5,0,0,0,0,-1,-1,-1,0,9,1,0,0,14,10,25,94,69,0,1,1,13,2,1,0,662,291,3675,0,848,0.0,0.1358974358974359,0.0,0.1358974358974359
39.0,5389,0,3,1,1,0.0,0,1180,0,415,1595,0,0,1616,0,0,1616,1,0,2,0,2,5,0,0,237,0,-1,-1,-1,0,11,0,0,2,25,2,1,24,23,0,9,0,0,0,0,1,663,292,3251,0,1616,0.0,0.299870105771015,0.0,0.299870105771015
73.0,9590,0,0,5,0,442.0,0,786,0,82,868,0,0,1146,0,0,1146,1,0,2,0,3,6,0,0,160,0,-1,-1,-1,0,16,0,0,3,19,0,0,16,16,0,0,0,5,0,0,2,664,118,4286,0,1146,0.0,0.11949947862356622,0.0,0.11949947862356622
75.0,11404,0,0,0,0,202.0,0,252,0,901,1153,0,0,1153,878,0,2031,0,0,2,1,3,8,0,0,192,0,-1,-1,-1,0,0,0,0,2,0,0,1,21,20,0,0,0,38,0,0,1,665,4,3859,0,2031,0.7614917606244579,0.10110487548228692,0.07699052963872326,0.17809540512101016
80.0,10000,0,0,1,1,0.0,1,594,0,270,864,0,0,1144,0,0,1144,1,0,1,0,3,6,0,0,165,0,-1,1,0,400,1,0,0,5,43,5,22,58,36,1,3,1,13,0,1,1,666,1,3616,0,1144,0.0,0.1144,0.0,0.1144
,8978,0,0,1,1,0.0,0,0,0,948,948,0,0,948,0,0,948,0,0,1,0,3,6,0,0,147,0,-1,-1,-1,0,1,0,0,3,9,3,0,51,51,0,10,1,7,2,1,0,667,1,4286,9,948,0.0,0.10559144575629316,0.0,0.10559144575629316
60.0,10800,0,0,6,1,0.0,2,390,0,490,880,1,0,880,888,0,1768,0,0,1,1,2,6,0,1,0,0,-1,-1,-1,0,18,0,0,0,21,11,56,105,49,0,7,1,75,10,1,3,668,293,4498,0,1768,1.009090909090909,0.08148148148148149,0.08222222222222222,0.1637037037037037
60.0,8544,0,2,1,1,0.0,1,0,0,0,0,1,1,1040,0,0,1040,0,0,2,0,2,6,0,0,0,0,-1,-1,-1,0,7,0,0,0,11,34,0,69,69,0,45,1,14,1,2,0,318,1,4590,0,1040,0.0,0.12172284644194757,0.0,0.12172284644194757
72.0,10463,0,0,0,1,0.0,0,0,0,893,893,0,0,901,900,0,1801,0,0,2,1,3,8,0,0,0,0,-1,-1,-1,0,0,0,4,7,22,2,0,14,14,0,0,0,17,0,0,2,669,294,4620,0,1801,0.9988901220865705,0.08611296951161235,0.08601739462869158,0.17213036414030392
60.0,10800,0,2,1,1,0.0,1,1200,0,0,1200,0,0,1200,0,0,1200,3,0,3,0,3,5,0,0,120,0,-1,-1,-1,0,7,0,0,0,18,3,1,32,31,0,10,1,100,2,1,0,39,1,3616,7,1200,0.0,0.1111111111111111,0.0,0.1111111111111111
65.0,9313,0,0,0,1,0.0,0,0,0,864,864,0,0,864,864,0,1728,0,0,2,1,3,7,0,0,187,0,-1,-1,-1,0,0,0,0,2,0,0,0,15,15,0,0,0,17,0,0,0,670,20,3585,0,1728,1.0,0.09277354236014174,0.09277354236014174,0.18554708472028347
60.0,9600,0,0,0,1,0.0,2,0,0,264,264,0,0,768,664,0,1432,0,0,2,0,2,7,0,0,270,0,-1,2,-1,0,19,1,0,0,21,12,92,109,17,0,2,3,92,0,1,0,671,227,4286,1,1432,0.8645833333333334,0.08,0.06916666666666667,0.14916666666666667
65.0,6768,0,0,1,1,0.0,1,832,0,80,912,0,0,912,0,0,912,1,1,1,0,3,5,0,0,168,0,-1,2,-1,0,1,0,0,2,43,1,35,58,23,1,3,3,138,1,0,0,672,1,3920,0,912,0.0,0.1347517730496454,0.0,0.1347517730496454
65.0,8450,0,0,1,0,108.0,0,0,0,1349,1349,0,0,1349,0,0,1349,0,0,2,0,3,6,0,0,120,0,-1,2,-1,0,1,0,0,0,20,0,1,19,18,0,0,1,17,0,1,0,673,295,4072,0,1349,0.0,0.15964497041420117,0.0,0.15964497041420117
70.0,12886,0,0,5,1,0.0,1,444,0,76,520,0,0,1464,0,0,1464,0,1,2,0,3,6,3,0,302,0,-1,-1,-1,0,16,0,0,2,9,5,36,56,20,0,3,1,38,0,1,1,674,296,3402,0,1464,0.0,0.11361167158156138,0.0,0.11361167158156138
41.0,5395,0,3,1,1,0.0,0,733,0,604,1337,0,0,1337,0,0,1337,1,0,2,0,2,5,0,0,96,0,-1,-1,-1,0,11,0,4,2,25,2,0,26,26,0,3,0,0,1,0,1,675,297,3767,0,1337,0.0,0.24782205746061167,0.0,0.24782205746061167
,8963,0,0,0,0,289.0,1,575,80,487,1142,0,0,1175,1540,0,2715,0,1,3,1,4,11,0,0,0,0,-1,-1,-1,0,0,0,0,2,30,46,20,43,23,1,0,8,139,0,0,3,676,298,3859,0,2715,1.3106382978723403,0.13109449960950575,0.1718174718286288,0.30291197143813453
,8795,0,0,0,1,0.0,0,300,0,652,952,0,0,980,1276,0,2256,0,0,2,1,4,8,0,0,224,0,-1,-1,-1,0,0,0,0,2,22,0,0,19,19,0,0,0,0,0,0,1,677,146,3585,0,2256,1.3020408163265307,0.1114269471290506,0.1450824332006822,0.2565093803297328
65.0,11700,0,0,0,1,0.0,5,0,0,1240,1240,1,0,1320,1320,0,2640,0,0,1,1,4,8,0,1,181,0,-1,-1,-1,0,19,2,0,3,21,11,123,139,16,4,14,0,29,4,0,2,678,299,3555,0,2640,1.0,0.11282051282051282,0.11282051282051282,0.22564102564102564
59.0,10593,0,0,1,0,338.0,0,919,0,801,1720,0,0,1720,0,0,1720,1,0,2,0,3,7,0,0,240,0,-1,-1,-1,0,1,0,0,2,3,0,0,23,23,1,0,0,0,0,0,1,679,300,3251,0,1720,0.0,0.16237137732464835,0.0,0.16237137732464835
50.0,8405,0,0,2,1,0.0,4,0,0,0,0,1,1,1088,441,0,1529,0,0,2,0,4,9,4,1,92,0,-1,-1,-1,0,3,0,0,0,18,47,5,74,69,0,5,1,14,11,1,0,680,301,3585,0,1529,0.4053308823529412,0.12944675788221296,0.05246876859012493,0.18191552647233789
55.0,8800,0,0,2,1,0.0,2,0,0,576,576,0,0,792,348,0,1140,0,0,1,0,3,7,3,1,0,0,-1,-1,-1,0,4,1,0,5,21,20,94,109,15,0,7,1,29,1,1,0,39,302,3159,0,1140,0.4393939393939394,0.09,0.03954545454545454,0.12954545454545455
,7750,0,0,0,1,0.0,0,0,0,660,660,0,0,660,660,0,1320,0,0,2,1,3,6,0,0,0,0,-1,-1,-1,0,0,0,0,0,53,0,0,16,16,0,0,0,17,0,0,0,681,80,4194,0,1320,1.0,0.08516129032258064,0.08516129032258064,0.1703225806451613
79.0,9236,0,0,1,1,0.0,0,1200,0,279,1479,0,0,1494,0,0,1494,1,0,2,0,3,6,0,0,168,0,-1,-1,-1,0,1,0,0,2,0,7,0,22,22,0,0,3,31,0,0,0,682,105,4590,0,1494,0.0,0.1617583369423993,0.0,0.1617583369423993
80.0,10240,0,0,0,0,178.0,0,0,0,1030,1030,0,0,1038,1060,0,2098,0,0,2,1,3,8,0,0,192,0,-1,-1,-1,0,0,0,0,0,10,2,0,14,14,0,0,0,63,1,3,2,683,31,4712,0,2098,1.0211946050096339,0.1013671875,0.103515625,0.2048828125
61.0,7930,0,0,1,1,0.0,1,439,472,115,1026,0,0,1026,0,0,1026,1,0,1,0,3,5,0,0,171,0,-1,-1,-1,0,1,0,0,0,11,1,36,50,14,0,10,1,62,1,0,0,684,80,3494,0,1026,0.0,0.12938209331651954,0.0,0.12938209331651954
34.0,3230,0,3,0,0,894.0,0,381,0,348,729,0,0,742,729,0,1471,0,0,2,1,3,6,0,0,0,0,-1,-1,-1,0,17,2,0,0,5,7,0,20,20,0,1,1,0,1,1,0,109,72,3616,0,1471,0.9824797843665768,0.22972136222910217,0.22569659442724457,0.45541795665634677
68.0,10769,0,0,0,1,0.0,0,20,0,846,866,0,0,866,902,0,1768,0,0,2,1,3,7,0,0,144,0,-1,-1,-1,0,0,0,0,2,0,2,0,12,12,0,0,0,4,0,0,0,685,123,3585,0,1768,1.0415704387990763,0.08041600891447674,0.08375893769152196,0.1641749466059987
,11616,0,0,0,3,328.0,1,438,0,234,672,0,0,672,714,0,1386,0,0,2,1,3,6,0,0,335,0,-1,2,-1,0,0,0,0,7,9,7,0,41,41,1,3,1,98,2,1,1,386,1,3220,1,1386,1.0625,0.05785123966942149,0.061466942148760334,0.11931818181818182
24.0,2280,0,4,0,0,360.0,0,549,0,195,744,0,0,757,744,0,1501,0,0,2,1,3,6,0,0,0,0,-1,-1,-1,0,17,2,0,0,5,0,0,20,20,0,1,1,28,1,1,0,109,1,3828,0,1501,0.9828269484808454,0.3320175438596491,0.3263157894736842,0.6583333333333333
65.0,12257,0,0,0,0,513.0,0,56,64,1198,1318,0,0,1328,1203,0,2531,0,0,2,1,4,9,0,0,222,0,-1,-1,-1,0,0,0,0,2,3,2,0,24,24,0,0,0,140,0,0,1,686,119,4102,0,2531,0.9058734939759037,0.10834625112180794,0.09814799706290284,0.20649424818471077
70.0,9100,0,0,1,1,0.0,1,612,0,252,864,0,0,864,0,0,864,0,0,1,0,2,5,0,0,0,0,-1,-1,0,450,1,0,0,0,11,16,0,60,60,1,7,1,9,0,1,0,687,1,3402,0,864,0.0,0.09494505494505495,0.0,0.09494505494505495
60.0,6911,0,0,1,1,0.0,0,405,0,740,1145,0,0,1301,0,0,1301,0,0,1,0,2,5,1,0,0,0,-1,-1,-1,0,9,0,0,1,55,3,26,95,69,0,7,1,53,2,4,0,688,1,3402,0,1301,0.0,0.18825061496165532,0.0,0.18825061496165532
72.0,8640,0,0,0,1,0.0,0,24,0,732,756,0,0,764,783,0,1547,0,0,2,1,3,7,0,0,169,0,-1,-1,-1,0,24,0,0,0,5,0,0,10,10,0,0,1,2,0,0,0,689,67,3159,14,1547,1.024869109947644,0.08842592592592592,0.090625,0.17905092592592592
82.0,9430,0,0,0,0,673.0,0,1163,0,89,1252,0,0,1268,1097,0,2365,1,0,2,1,3,8,0,0,0,0,-1,-1,-1,0,0,0,0,0,3,2,0,20,20,0,0,0,2,0,0,2,690,303,3494,0,2365,0.8651419558359621,0.1344644750795334,0.11633085896076352,0.2507953340402969
30.0,9549,0,3,1,1,0.0,0,437,1057,0,1494,0,0,1494,0,0,1494,1,0,1,1,2,6,0,0,0,0,-1,-1,-1,0,11,0,0,7,24,2,1,24,23,1,11,6,141,0,3,2,691,304,4681,0,1494,0.0,0.15645617342130066,0.0,0.15645617342130066
75.0,14587,0,0,1,2,284.0,0,0,0,1498,1498,0,0,1506,0,0,1506,0,0,2,0,2,6,0,0,0,0,-1,-1,-1,0,1,0,0,2,5,6,0,11,11,0,0,0,17,0,3,2,692,305,3828,2,1506,0.0,0.10324261328580242,0.0,0.10324261328580242
80.0,10421,0,0,0,0,42.0,1,394,0,586,980,0,0,980,734,0,1714,0,0,2,1,3,7,0,0,228,0,-1,0,0,500,0,0,0,0,30,0,0,31,31,0,3,1,0,2,1,1,693,306,3251,0,1714,0.7489795918367347,0.09404087899433836,0.0704346991651473,0.16447557815948566
75.0,12508,0,0,2,1,0.0,1,660,0,323,983,0,0,983,767,0,1750,1,0,2,0,4,7,4,0,245,0,-1,-1,0,1300,3,0,0,2,4,9,45,79,34,0,0,1,83,0,1,0,694,58,3859,0,1750,0.780264496439471,0.07858970259034218,0.06132075471698113,0.13991045730732332
70.0,9100,0,0,1,1,0.0,0,24,0,1836,1860,0,0,1836,0,0,1836,0,0,2,0,3,8,0,0,120,0,-1,-1,-1,0,1,0,0,0,0,0,1,15,14,1,0,0,0,0,0,2,695,12,4498,0,1836,0.0,0.20175824175824175,0.0,0.20175824175824175
47.0,53504,0,0,0,0,603.0,0,1416,0,234,1650,0,0,1690,1589,0,3279,1,0,3,1,4,12,4,0,503,0,-1,-1,-1,0,0,0,8,9,25,2,0,16,16,1,46,2,1,0,3,2,696,307,3159,0,3279,0.9402366863905326,0.03158642344497608,0.029698714114832537,0.06128513755980861
,7252,0,0,4,1,0.0,1,685,0,173,858,0,0,858,0,0,858,1,0,1,0,2,5,0,0,120,0,-1,-1,-1,0,12,0,0,7,9,3,0,37,37,1,7,1,4,2,1,0,697,1,3585,0,858,0.0,0.11831218974076117,0.0,0.11831218974076117
67.0,8877,0,0,1,1,0.0,1,836,0,0,836,0,1,1220,0,0,1220,0,0,1,0,2,6,0,0,0,0,-1,-1,-1,0,1,0,0,0,18,10,0,68,68,0,7,1,142,2,1,0,698,1,4681,5,1220,0.0,0.1374338177312155,0.0,0.1374338177312155
94.0,7819,0,0,5,1,0.0,1,422,127,480,1029,0,0,1117,0,0,1117,1,0,1,0,3,6,0,0,144,0,-1,0,-1,0,16,0,0,0,18,7,0,43,43,0,10,1,143,2,1,1,699,1,3251,1,1117,0.0,0.14285714285714285,0.0,0.14285714285714285
70.0,10150,0,0,1,1,1.0,1,456,0,456,912,0,2,912,0,0,912,0,0,1,0,2,5,0,0,0,0,-1,-1,-1,0,1,0,0,0,46,3,0,61,61,0,7,1,9,0,1,0,700,1,4225,5,912,0.0,0.08985221674876848,0.0,0.08985221674876848
110.0,14226,0,0,1,0,375.0,0,0,0,1935,1935,0,0,1973,0,0,1973,0,0,2,0,3,9,0,0,315,0,-1,-1,-1,0,1,0,0,5,10,2,0,13,13,1,0,0,12,1,0,2,701,67,4225,2,1973,0.0,0.1386897230423169,0.0,0.1386897230423169
32.0,4500,0,3,1,0,320.0,0,866,0,338,1204,0,0,1204,0,0,1204,1,0,2,0,2,5,0,0,0,0,-1,-1,-1,0,8,0,0,1,4,7,0,21,21,1,0,1,10,0,1,0,702,308,3524,0,1204,0.0,0.26755555555555555,0.0,0.26755555555555555
86.0,11210,0,0,1,0,240.0,0,20,0,1594,1614,0,0,1614,0,0,1614,0,0,2,0,3,7,0,0,144,0,-1,-1,-1,0,1,0,0,2,0,0,1,14,13,0,0,0,4,0,0,0,703,177,4590,2,1614,0.0,0.14397859054415701,0.0,0.14397859054415701
100.0,13350,0,0,1,1,0.0,1,762,0,102,864,0,0,894,0,0,894,1,0,1,0,3,5,0,0,241,0,-1,0,-1,0,1,0,0,2,9,3,0,45,45,1,6,1,11,2,1,5,466,1,4620,0,894,0.0,0.06696629213483146,0.0,0.06696629213483146
60.0,8400,0,2,1,0,320.0,4,0,0,0,0,0,0,2020,0,0,2020,0,0,2,0,4,10,0,0,0,0,-1,-1,-1,0,40,0,0,0,39,3,0,42,42,0,10,1,14,2,2,3,704,1,4133,0,2020,0.0,0.24047619047619048,0.0,0.24047619047619048
